,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
659,60m,120k,100,200ms,4.5,0.75,52m,64k,40m,72k,8g,4g,460s,5s,4,false,0.8999999999999999,false,true,0.7
660,96m,114k,300,800ms,3.5,0.25,52m,42k,104m,66k,11g,2g,300s,2s,4,false,0.6,true,true,0.8999999999999999
661,108m,96k,500,200ms,2.0,0.75,84m,40k,24m,80k,11g,5g,40s,2s,7,false,0.6,false,false,0.7999999999999999
662,26m,10k,400,800ms,1.0,0.75,20m,28k,112m,118k,10g,3g,300s,5s,5,true,0.6,true,false,0.5
663,58m,86k,200,400ms,2.5,0.25,8m,58k,104m,6k,8g,3g,40s,7s,1,false,0.7,true,false,0.7999999999999999
664,72m,20k,500,800ms,1.0,0.75,108m,62k,96m,6k,7g,3g,380s,4s,2,true,0.7999999999999999,true,true,0.5
665,12m,54k,600,800ms,2.5,0.25,110m,60k,64m,22k,11g,10g,380s,4s,4,false,0.7999999999999999,true,true,0.8999999999999999
666,108m,8k,100,700ms,3.0,0.25,120m,86k,64m,112k,2g,11g,360s,7s,4,false,0.7999999999999999,true,false,0.7999999999999999
667,14m,54k,800,300ms,1.5,0.25,104m,56k,112m,28k,4g,7g,460s,3s,7,true,0.6,true,false,0.5
668,56m,22k,200,900ms,1.5,0.5,28m,46k,104m,126k,6g,10g,180s,5s,7,false,0.7,false,true,0.7999999999999999
669,74m,30k,300,300ms,2.0,0.25,48m,2k,80m,90k,7g,3g,360s,6s,6,false,0.7999999999999999,false,true,0.6
670,30m,64k,900,600ms,1.0,0.75,22m,98k,120m,90k,1g,7g,120s,6s,1,true,0.6,false,true,0.7999999999999999
671,66m,120k,600,600ms,4.0,0.5,36m,82k,56m,36k,7g,5g,180s,8s,5,false,0.6,true,false,0.7999999999999999
672,32m,42k,200,400ms,4.0,0.5,80m,74k,64m,92k,5g,5g,100s,3s,4,true,0.5,false,true,0.5
673,52m,36k,100,400ms,2.5,0.5,124m,48k,16m,84k,2g,7g,180s,6s,7,true,0.5,false,false,0.7999999999999999
674,54m,34k,200,700ms,2.0,0.75,44m,84k,88m,32k,5g,5g,180s,1s,4,true,0.7,true,false,0.7
675,86m,126k,900,100ms,2.5,0.75,106m,62k,48m,56k,10g,2g,300s,4s,5,false,0.8999999999999999,false,false,0.6
676,32m,50k,500,200ms,2.5,0.25,12m,12k,56m,82k,2g,5g,340s,7s,4,true,0.5,true,false,0.8999999999999999
677,110m,36k,300,800ms,1.0,0.25,20m,4k,32m,54k,8g,3g,160s,4s,3,true,0.5,false,true,0.7999999999999999
678,66m,10k,700,200ms,4.5,0.25,92m,112k,72m,22k,6g,4g,280s,6s,2,true,0.8999999999999999,true,true,0.7999999999999999
679,4m,68k,300,100ms,4.0,0.25,42m,46k,112m,74k,6g,8g,180s,1s,7,true,0.7999999999999999,true,true,0.7999999999999999
680,114m,100k,600,600ms,3.5,0.5,52m,24k,24m,114k,4g,4g,460s,3s,4,true,0.7999999999999999,false,true,0.8999999999999999
681,106m,28k,100,600ms,3.0,0.75,92m,86k,56m,18k,1g,3g,280s,7s,5,false,0.7999999999999999,true,true,0.8999999999999999
682,74m,64k,700,500ms,3.0,0.25,100m,22k,112m,94k,10g,2g,20s,7s,2,false,0.8999999999999999,false,true,0.8999999999999999
683,104m,74k,700,600ms,1.0,0.25,4m,36k,40m,10k,2g,2g,140s,6s,3,false,0.5,true,true,0.5
684,96m,54k,900,100ms,4.0,0.75,102m,34k,120m,30k,2g,2g,60s,9s,6,true,0.6,false,true,0.6
685,62m,70k,900,900ms,3.5,0.75,116m,106k,64m,70k,1g,1g,260s,1s,2,true,0.8999999999999999,true,false,0.7
686,86m,122k,500,500ms,4.0,0.25,80m,24k,104m,76k,8g,6g,100s,7s,4,true,0.7,false,false,0.7
687,22m,104k,100,100ms,3.5,0.75,60m,122k,8m,50k,8g,10g,340s,8s,3,false,0.8999999999999999,false,true,0.5
688,26m,28k,300,500ms,3.0,0.25,126m,50k,72m,106k,7g,11g,460s,6s,3,false,0.7,false,true,0.7
689,54m,114k,400,300ms,3.5,0.25,116m,78k,32m,20k,1g,3g,440s,5s,6,false,0.8999999999999999,true,true,0.7
690,108m,34k,900,700ms,4.0,0.5,110m,126k,88m,96k,3g,11g,320s,7s,1,true,0.6,true,false,0.6
691,16m,70k,600,500ms,3.5,0.75,116m,48k,40m,84k,1g,2g,120s,5s,6,false,0.5,true,false,0.7999999999999999
692,108m,120k,500,400ms,2.0,0.25,36m,94k,80m,10k,4g,9g,220s,2s,3,true,0.8999999999999999,true,true,0.7999999999999999
693,22m,36k,700,700ms,4.5,0.5,82m,84k,8m,6k,5g,4g,420s,5s,3,false,0.7,true,true,0.7999999999999999
694,56m,94k,700,500ms,2.0,0.5,68m,96k,16m,110k,3g,3g,480s,6s,1,true,0.7999999999999999,false,false,0.6
695,64m,86k,100,700ms,1.5,0.5,70m,86k,16m,88k,8g,4g,200s,3s,6,true,0.7999999999999999,false,false,0.7999999999999999
696,54m,94k,700,200ms,4.5,0.25,108m,106k,120m,94k,10g,1g,40s,8s,6,true,0.5,true,false,0.5
697,104m,126k,300,300ms,4.5,0.75,118m,34k,80m,78k,8g,8g,80s,1s,7,true,0.7,false,true,0.6
698,94m,76k,300,500ms,4.0,0.75,10m,118k,56m,48k,6g,8g,120s,8s,2,true,0.6,false,false,0.8999999999999999
699,90m,4k,800,800ms,2.0,0.75,6m,68k,32m,84k,3g,7g,440s,1s,5,false,0.7999999999999999,false,true,0.7999999999999999
700,16m,54k,200,100ms,2.0,0.5,118m,64k,48m,16k,3g,9g,80s,5s,1,true,0.7999999999999999,false,true,0.7
701,12m,14k,700,900ms,3.5,0.25,32m,36k,104m,56k,6g,3g,280s,4s,4,false,0.5,false,false,0.7999999999999999
702,82m,76k,500,800ms,1.0,0.75,68m,82k,40m,120k,10g,6g,240s,8s,5,false,0.5,true,false,0.7
703,36m,92k,800,800ms,4.5,0.25,86m,34k,40m,4k,11g,4g,220s,7s,7,true,0.7,true,true,0.6
704,8m,22k,100,700ms,1.0,0.75,26m,122k,56m,58k,5g,9g,240s,2s,3,true,0.7,false,true,0.7999999999999999
705,110m,24k,800,200ms,3.0,0.75,110m,68k,112m,98k,7g,3g,480s,8s,7,true,0.7,true,true,0.7999999999999999
706,112m,28k,900,800ms,3.0,0.5,110m,78k,32m,68k,1g,6g,40s,7s,1,false,0.5,true,false,0.7999999999999999
707,30m,30k,900,600ms,1.5,0.75,18m,20k,48m,52k,6g,11g,60s,2s,4,false,0.7,false,false,0.8999999999999999
708,120m,104k,600,300ms,4.5,0.5,38m,4k,72m,100k,7g,9g,80s,8s,6,false,0.8999999999999999,true,false,0.8999999999999999
709,50m,108k,100,500ms,4.0,0.5,54m,66k,8m,32k,1g,2g,140s,1s,1,true,0.7999999999999999,false,true,0.7999999999999999
710,82m,102k,900,900ms,1.5,0.25,72m,46k,48m,114k,5g,7g,40s,2s,4,true,0.5,true,true,0.6
711,124m,66k,500,700ms,2.0,0.25,14m,108k,32m,46k,3g,10g,140s,5s,3,false,0.7999999999999999,false,false,0.6
712,32m,12k,200,300ms,4.5,0.5,96m,76k,120m,54k,10g,3g,420s,4s,5,true,0.8999999999999999,true,false,0.7999999999999999
713,6m,108k,200,900ms,1.0,0.25,40m,66k,120m,102k,6g,1g,420s,3s,5,false,0.5,true,false,0.5
714,46m,84k,600,300ms,1.0,0.75,6m,54k,24m,114k,8g,1g,300s,3s,1,true,0.5,true,false,0.8999999999999999
715,90m,40k,400,100ms,2.5,0.25,80m,104k,16m,102k,3g,10g,240s,8s,7,true,0.8999999999999999,true,false,0.7999999999999999
716,126m,10k,900,300ms,2.5,0.25,54m,92k,96m,52k,4g,4g,140s,6s,7,false,0.5,true,true,0.5
717,18m,24k,600,200ms,1.0,0.75,76m,44k,88m,20k,10g,1g,120s,3s,3,true,0.7,true,false,0.6
718,44m,34k,600,900ms,1.5,0.75,102m,22k,16m,16k,2g,8g,360s,7s,1,false,0.8999999999999999,false,false,0.7
719,118m,60k,600,700ms,1.0,0.5,126m,30k,120m,124k,3g,7g,420s,2s,1,false,0.8999999999999999,false,true,0.8999999999999999
720,72m,126k,800,200ms,4.0,0.5,106m,14k,112m,78k,2g,1g,280s,5s,7,true,0.6,true,false,0.7999999999999999
721,64m,108k,300,700ms,4.5,0.25,62m,66k,32m,14k,11g,7g,440s,5s,6,true,0.5,true,false,0.8999999999999999
722,118m,96k,300,300ms,4.0,0.5,20m,62k,72m,80k,4g,3g,20s,9s,1,true,0.6,true,true,0.5
723,98m,74k,300,700ms,1.5,0.5,50m,14k,112m,36k,9g,11g,280s,8s,7,false,0.7,false,false,0.7
724,106m,74k,800,100ms,1.0,0.75,22m,60k,88m,50k,1g,1g,220s,3s,1,true,0.8999999999999999,false,true,0.8999999999999999
725,120m,92k,900,700ms,1.0,0.75,64m,86k,56m,62k,10g,4g,120s,9s,7,true,0.6,true,false,0.5
726,66m,106k,100,300ms,4.5,0.5,40m,106k,120m,76k,2g,8g,400s,5s,5,true,0.6,false,true,0.7999999999999999
727,92m,126k,500,800ms,4.5,0.75,44m,60k,72m,66k,9g,6g,440s,5s,4,true,0.7,false,true,0.7
728,110m,62k,400,600ms,3.5,0.25,20m,10k,16m,56k,9g,7g,360s,2s,7,false,0.5,true,false,0.5
729,72m,16k,400,100ms,2.0,0.25,28m,86k,88m,14k,6g,8g,420s,1s,4,false,0.6,false,false,0.6
730,66m,104k,200,400ms,3.0,0.25,76m,62k,96m,16k,10g,7g,80s,5s,2,false,0.6,true,true,0.8999999999999999
731,28m,40k,600,700ms,2.0,0.25,68m,110k,16m,102k,7g,4g,440s,4s,3,false,0.5,false,true,0.7
732,126m,24k,600,700ms,4.5,0.75,36m,46k,104m,72k,6g,10g,160s,3s,4,false,0.8999999999999999,true,true,0.8999999999999999
733,78m,120k,600,300ms,4.0,0.5,66m,52k,24m,78k,7g,3g,380s,1s,4,false,0.7999999999999999,true,false,0.6
734,124m,10k,500,100ms,2.5,0.25,74m,36k,104m,22k,1g,8g,380s,2s,3,false,0.7999999999999999,true,false,0.7999999999999999
735,40m,114k,700,200ms,1.5,0.75,26m,10k,104m,48k,6g,1g,140s,8s,1,false,0.8999999999999999,true,true,0.6
736,14m,44k,100,500ms,1.5,0.75,18m,48k,88m,56k,10g,1g,280s,5s,3,false,0.7999999999999999,true,true,0.6
737,84m,32k,900,400ms,3.0,0.75,64m,82k,104m,92k,5g,3g,420s,1s,1,false,0.6,false,false,0.7999999999999999
738,118m,64k,900,700ms,4.5,0.75,126m,54k,104m,44k,6g,6g,120s,4s,4,true,0.7,false,true,0.7
739,24m,100k,200,500ms,2.5,0.5,22m,76k,104m,8k,5g,8g,340s,3s,1,true,0.6,false,true,0.8999999999999999
740,102m,106k,800,400ms,2.0,0.5,92m,80k,8m,22k,4g,10g,140s,2s,6,false,0.8999999999999999,false,false,0.7999999999999999
741,124m,68k,700,900ms,4.0,0.25,112m,92k,48m,16k,5g,5g,180s,6s,2,true,0.7,true,false,0.5
742,60m,66k,400,300ms,2.5,0.25,24m,96k,104m,30k,11g,4g,460s,3s,4,true,0.5,false,false,0.5
743,66m,8k,600,200ms,2.5,0.75,14m,110k,40m,52k,1g,11g,220s,3s,3,true,0.7,false,false,0.7
744,4m,42k,900,600ms,3.0,0.25,8m,36k,96m,124k,8g,9g,380s,3s,7,true,0.6,true,false,0.8999999999999999
745,72m,118k,300,600ms,3.0,0.75,30m,6k,48m,30k,8g,10g,320s,4s,4,false,0.7,true,true,0.8999999999999999
746,84m,2k,700,300ms,2.0,0.75,18m,96k,64m,8k,2g,5g,380s,7s,3,false,0.8999999999999999,true,false,0.5
747,112m,26k,600,700ms,4.0,0.75,56m,108k,32m,92k,5g,9g,320s,5s,2,false,0.7999999999999999,false,true,0.6
748,94m,124k,700,100ms,3.5,0.75,30m,8k,72m,112k,5g,2g,380s,2s,1,true,0.7999999999999999,true,false,0.7
749,32m,52k,300,500ms,4.5,0.5,12m,118k,96m,122k,3g,4g,60s,5s,4,true,0.5,false,true,0.6
750,22m,74k,800,600ms,4.0,0.5,30m,16k,104m,68k,6g,5g,460s,9s,3,false,0.8999999999999999,true,true,0.7999999999999999
751,38m,82k,700,800ms,3.0,0.75,32m,30k,40m,44k,5g,8g,320s,1s,2,false,0.8999999999999999,false,true,0.7999999999999999
752,98m,116k,700,800ms,2.5,0.25,112m,76k,32m,62k,10g,2g,400s,2s,6,false,0.7,false,true,0.7
753,34m,26k,500,600ms,1.5,0.75,34m,120k,16m,20k,3g,3g,220s,3s,2,true,0.6,true,false,0.7999999999999999
754,120m,98k,200,700ms,4.0,0.5,14m,16k,48m,24k,1g,10g,400s,7s,6,false,0.7,false,false,0.7999999999999999
755,60m,48k,600,500ms,1.0,0.75,120m,72k,32m,10k,5g,10g,300s,6s,4,true,0.8999999999999999,false,false,0.5
756,104m,124k,400,300ms,2.5,0.25,100m,124k,64m,118k,6g,2g,180s,9s,4,true,0.7999999999999999,true,true,0.8999999999999999
757,6m,64k,100,200ms,2.5,0.5,118m,116k,24m,42k,11g,10g,300s,2s,2,true,0.6,true,false,0.8999999999999999
758,90m,12k,900,700ms,1.0,0.25,76m,50k,88m,90k,7g,1g,480s,2s,4,false,0.7999999999999999,true,true,0.7
759,68m,14k,300,900ms,4.0,0.5,94m,12k,112m,106k,2g,3g,200s,3s,5,false,0.7,true,true,0.6
760,92m,80k,300,400ms,1.5,0.25,92m,88k,56m,126k,4g,6g,160s,5s,5,false,0.7999999999999999,true,false,0.8999999999999999
761,124m,74k,200,800ms,2.0,0.5,40m,112k,96m,50k,2g,2g,360s,5s,6,false,0.8999999999999999,true,true,0.6
762,98m,6k,200,400ms,2.5,0.75,26m,70k,16m,62k,6g,2g,460s,4s,3,false,0.7,false,false,0.8999999999999999
763,12m,68k,100,700ms,3.0,0.5,58m,90k,72m,48k,10g,7g,480s,7s,5,false,0.7,false,false,0.7999999999999999
764,4m,114k,700,200ms,4.5,0.5,42m,64k,80m,54k,8g,1g,300s,2s,4,false,0.7999999999999999,true,false,0.7999999999999999
765,14m,34k,800,400ms,2.5,0.25,42m,62k,16m,44k,9g,3g,180s,1s,5,true,0.5,false,true,0.7999999999999999
766,36m,82k,500,100ms,1.0,0.25,66m,8k,64m,88k,1g,4g,220s,5s,7,false,0.7999999999999999,true,false,0.6
767,62m,58k,900,400ms,1.5,0.5,74m,68k,56m,102k,4g,8g,220s,5s,4,true,0.8999999999999999,false,true,0.6
768,98m,96k,300,500ms,1.5,0.25,36m,50k,40m,100k,5g,10g,200s,9s,3,true,0.8999999999999999,false,false,0.6
769,14m,102k,800,600ms,4.0,0.25,62m,96k,112m,110k,11g,10g,200s,4s,6,true,0.8999999999999999,true,false,0.6
770,104m,70k,200,200ms,1.5,0.75,122m,8k,24m,18k,8g,6g,320s,7s,3,false,0.7,false,true,0.6
771,108m,24k,600,500ms,3.5,0.25,80m,30k,56m,2k,4g,8g,160s,4s,5,false,0.8999999999999999,true,false,0.8999999999999999
772,20m,38k,600,700ms,3.5,0.75,16m,56k,56m,118k,3g,2g,220s,5s,3,true,0.6,false,false,0.7999999999999999
773,120m,102k,100,500ms,4.0,0.25,124m,24k,24m,30k,1g,7g,340s,1s,2,false,0.7999999999999999,false,true,0.6
774,56m,46k,700,300ms,1.0,0.5,56m,76k,48m,90k,9g,10g,420s,3s,5,true,0.6,true,false,0.8999999999999999
775,34m,16k,700,300ms,4.5,0.25,52m,30k,56m,10k,9g,7g,260s,3s,4,true,0.6,false,false,0.7
776,114m,54k,900,800ms,1.5,0.25,20m,48k,112m,88k,9g,3g,60s,9s,3,true,0.5,true,false,0.5
777,28m,34k,700,900ms,4.0,0.75,8m,92k,40m,104k,4g,4g,480s,6s,3,true,0.7999999999999999,true,false,0.8999999999999999
778,122m,46k,900,200ms,3.5,0.25,42m,52k,16m,20k,6g,5g,440s,2s,5,true,0.7,true,true,0.8999999999999999
779,112m,12k,400,100ms,2.0,0.75,68m,98k,112m,50k,3g,4g,120s,9s,3,false,0.8999999999999999,true,true,0.5
780,78m,10k,400,200ms,4.0,0.25,88m,10k,96m,114k,1g,1g,360s,9s,5,true,0.7999999999999999,false,true,0.5
781,98m,36k,800,500ms,2.0,0.5,104m,30k,56m,32k,2g,3g,300s,1s,7,false,0.6,false,false,0.7999999999999999
782,48m,46k,800,700ms,2.0,0.75,114m,114k,64m,56k,3g,1g,340s,4s,7,false,0.7999999999999999,false,false,0.7
783,14m,64k,400,300ms,1.5,0.25,118m,68k,24m,30k,2g,2g,60s,2s,4,true,0.7,true,true,0.8999999999999999
784,48m,98k,700,900ms,3.5,0.5,40m,8k,64m,12k,9g,8g,240s,1s,4,false,0.8999999999999999,false,true,0.7999999999999999
785,44m,28k,800,100ms,1.0,0.75,32m,126k,112m,56k,6g,9g,80s,7s,7,false,0.7,false,true,0.7
786,96m,96k,100,700ms,1.5,0.5,78m,16k,80m,112k,11g,10g,440s,4s,3,false,0.6,false,true,0.6
787,10m,120k,900,700ms,2.0,0.75,122m,42k,104m,74k,9g,11g,100s,6s,4,false,0.6,false,true,0.7
788,42m,42k,300,200ms,3.5,0.5,124m,42k,8m,4k,2g,1g,440s,7s,5,true,0.5,false,true,0.6
789,98m,122k,800,700ms,1.5,0.5,76m,84k,48m,44k,2g,6g,380s,6s,6,true,0.8999999999999999,true,true,0.8999999999999999
790,16m,2k,400,600ms,2.5,0.25,60m,96k,96m,118k,10g,10g,160s,7s,5,false,0.6,true,true,0.7999999999999999
791,62m,8k,600,300ms,3.5,0.25,106m,90k,16m,106k,4g,3g,360s,5s,2,false,0.7,false,true,0.5
792,38m,16k,800,400ms,2.0,0.75,38m,78k,16m,58k,5g,10g,60s,8s,2,false,0.5,true,true,0.8999999999999999
793,62m,14k,400,500ms,1.5,0.5,98m,30k,8m,120k,7g,2g,200s,8s,3,false,0.6,true,false,0.6
794,70m,52k,900,200ms,1.5,0.25,126m,48k,96m,118k,9g,1g,140s,8s,7,false,0.7,false,false,0.5
795,100m,60k,100,900ms,1.0,0.25,106m,38k,8m,94k,2g,3g,340s,3s,2,true,0.5,true,true,0.7999999999999999
796,86m,46k,900,300ms,2.5,0.5,76m,26k,48m,124k,11g,9g,400s,7s,2,true,0.8999999999999999,true,true,0.7
797,78m,82k,400,100ms,2.0,0.75,46m,82k,88m,60k,11g,11g,60s,8s,1,true,0.8999999999999999,false,false,0.7999999999999999
798,30m,124k,900,500ms,3.0,0.25,30m,88k,32m,120k,5g,8g,180s,8s,1,false,0.6,false,true,0.7999999999999999
799,32m,32k,800,900ms,1.0,0.25,36m,120k,24m,42k,1g,1g,280s,2s,2,false,0.7999999999999999,true,false,0.8999999999999999
800,28m,10k,900,100ms,3.5,0.75,18m,40k,104m,34k,10g,9g,260s,6s,7,true,0.7999999999999999,false,true,0.8999999999999999
801,28m,14k,800,900ms,4.0,0.5,88m,90k,16m,112k,7g,1g,400s,8s,5,true,0.6,true,false,0.6
802,104m,70k,400,100ms,3.0,0.25,90m,32k,120m,12k,9g,4g,280s,4s,3,false,0.7999999999999999,false,true,0.6
803,46m,24k,500,300ms,4.5,0.75,106m,126k,24m,16k,1g,6g,360s,2s,6,false,0.5,true,false,0.8999999999999999
804,48m,84k,800,800ms,1.0,0.5,26m,44k,96m,2k,9g,8g,200s,8s,2,false,0.8999999999999999,false,true,0.5
805,84m,100k,500,500ms,3.0,0.75,38m,72k,8m,22k,3g,1g,420s,1s,6,true,0.5,false,true,0.6
806,106m,44k,100,900ms,3.0,0.75,114m,22k,104m,102k,8g,2g,320s,6s,2,true,0.6,true,true,0.7999999999999999
807,12m,112k,700,900ms,2.0,0.5,8m,106k,16m,10k,8g,6g,180s,3s,5,true,0.6,false,true,0.5
808,48m,92k,800,300ms,4.0,0.75,120m,82k,96m,76k,6g,4g,200s,8s,7,false,0.7999999999999999,true,false,0.5
809,66m,100k,600,900ms,3.0,0.5,86m,110k,8m,42k,5g,1g,460s,8s,7,false,0.7,false,true,0.5
810,54m,44k,300,800ms,2.0,0.75,116m,14k,112m,94k,4g,6g,360s,2s,2,true,0.7,false,true,0.6
811,112m,118k,100,800ms,1.5,0.75,106m,110k,32m,126k,9g,8g,260s,1s,2,true,0.5,false,true,0.5
812,20m,92k,600,300ms,2.5,0.25,26m,92k,88m,44k,4g,9g,420s,6s,6,true,0.6,true,false,0.6
813,84m,32k,600,300ms,3.5,0.25,96m,116k,24m,12k,4g,6g,280s,9s,2,true,0.5,false,true,0.6
814,108m,38k,800,800ms,4.0,0.5,98m,48k,120m,120k,11g,6g,220s,2s,7,false,0.6,false,true,0.5
815,52m,20k,500,800ms,4.0,0.25,112m,82k,112m,116k,9g,5g,240s,6s,5,false,0.7999999999999999,true,false,0.6
816,32m,34k,200,400ms,3.0,0.75,52m,56k,32m,20k,1g,5g,160s,8s,7,false,0.5,true,false,0.6
817,90m,98k,900,200ms,3.0,0.25,56m,88k,56m,28k,6g,8g,180s,8s,1,true,0.7,true,true,0.7
818,16m,76k,100,700ms,3.0,0.5,88m,48k,120m,38k,7g,1g,320s,1s,7,false,0.7999999999999999,true,false,0.7999999999999999
819,52m,16k,500,500ms,2.5,0.25,44m,20k,64m,22k,6g,1g,60s,6s,1,true,0.7,true,false,0.8999999999999999
820,32m,32k,600,500ms,1.5,0.5,28m,120k,32m,108k,6g,4g,440s,8s,5,true,0.8999999999999999,true,true,0.8999999999999999
821,124m,2k,700,900ms,1.5,0.75,54m,20k,40m,66k,9g,11g,260s,3s,3,true,0.8999999999999999,false,true,0.7999999999999999
822,22m,62k,700,400ms,4.5,0.25,40m,96k,88m,4k,3g,3g,360s,2s,7,true,0.6,true,true,0.7999999999999999
823,48m,100k,500,800ms,2.0,0.75,72m,90k,112m,22k,1g,1g,240s,9s,5,true,0.7,true,false,0.5
824,16m,112k,800,200ms,4.0,0.25,14m,98k,112m,12k,2g,7g,20s,6s,4,true,0.7,true,true,0.7
825,120m,126k,700,700ms,4.5,0.75,24m,80k,48m,108k,2g,5g,180s,7s,2,false,0.6,true,false,0.7999999999999999
826,96m,76k,100,300ms,1.0,0.25,108m,46k,40m,84k,9g,11g,200s,4s,5,false,0.7999999999999999,false,false,0.5
827,52m,114k,200,700ms,4.5,0.5,28m,4k,88m,84k,5g,7g,440s,2s,2,true,0.6,false,false,0.7
828,70m,68k,700,300ms,1.5,0.5,56m,84k,104m,98k,6g,1g,220s,7s,5,true,0.5,true,true,0.7
829,96m,64k,800,900ms,3.5,0.75,2m,38k,64m,44k,9g,8g,380s,2s,6,true,0.6,false,false,0.5
830,70m,118k,700,600ms,4.5,0.25,84m,34k,16m,72k,1g,6g,240s,2s,3,false,0.6,true,false,0.6
831,88m,28k,700,200ms,1.0,0.5,66m,112k,8m,24k,4g,11g,380s,7s,7,true,0.8999999999999999,true,true,0.8999999999999999
832,44m,8k,200,700ms,4.0,0.5,66m,22k,40m,74k,8g,5g,160s,9s,6,true,0.6,true,true,0.7999999999999999
833,118m,106k,800,700ms,4.5,0.25,34m,84k,88m,96k,3g,4g,60s,2s,2,true,0.5,true,true,0.7
834,24m,72k,800,400ms,4.0,0.25,22m,38k,24m,90k,8g,3g,340s,7s,3,false,0.5,false,false,0.7999999999999999
835,56m,106k,400,100ms,2.5,0.5,124m,94k,64m,68k,6g,5g,420s,5s,4,false,0.5,true,true,0.6
836,102m,58k,600,500ms,2.0,0.5,58m,124k,40m,26k,2g,5g,480s,8s,1,true,0.5,true,true,0.7999999999999999
837,112m,18k,500,700ms,4.0,0.75,40m,42k,80m,52k,7g,10g,160s,8s,2,true,0.5,true,false,0.6
838,12m,62k,300,600ms,2.0,0.5,124m,108k,48m,16k,8g,6g,120s,3s,5,false,0.5,true,true,0.6
839,24m,116k,300,600ms,2.5,0.5,34m,92k,24m,66k,6g,7g,160s,6s,4,true,0.7,true,true,0.8999999999999999
840,74m,102k,900,500ms,1.5,0.25,108m,102k,32m,90k,1g,3g,420s,6s,5,true,0.5,false,false,0.5
841,112m,102k,600,800ms,4.5,0.5,104m,6k,8m,8k,1g,8g,200s,4s,1,true,0.7999999999999999,true,false,0.8999999999999999
842,116m,120k,400,100ms,3.0,0.5,66m,60k,16m,124k,2g,2g,400s,6s,2,true,0.6,true,false,0.6
843,82m,42k,100,300ms,3.5,0.5,22m,126k,56m,4k,3g,11g,180s,1s,6,false,0.7,false,true,0.7999999999999999
844,76m,88k,200,600ms,3.0,0.25,16m,94k,120m,64k,1g,7g,460s,3s,2,false,0.6,false,false,0.5
845,124m,50k,700,400ms,3.0,0.5,110m,114k,32m,22k,11g,8g,440s,8s,5,false,0.7,true,true,0.5
846,38m,18k,600,700ms,2.0,0.75,14m,42k,112m,18k,6g,9g,220s,1s,1,false,0.8999999999999999,true,false,0.7999999999999999
847,2m,72k,300,100ms,1.5,0.75,16m,82k,96m,118k,3g,4g,220s,5s,4,true,0.6,false,false,0.7
848,66m,40k,800,300ms,4.5,0.75,122m,44k,88m,32k,9g,7g,380s,5s,7,true,0.6,false,false,0.6
849,32m,66k,800,800ms,2.5,0.75,30m,68k,96m,84k,6g,4g,280s,1s,2,true,0.6,false,true,0.7
850,24m,34k,900,800ms,3.0,0.5,126m,108k,32m,22k,9g,8g,60s,8s,7,true,0.7999999999999999,true,true,0.8999999999999999
851,106m,120k,100,300ms,4.0,0.75,14m,48k,64m,120k,3g,8g,360s,3s,4,false,0.7999999999999999,true,false,0.8999999999999999
852,124m,58k,900,500ms,3.0,0.25,38m,28k,32m,98k,5g,10g,380s,1s,3,true,0.7999999999999999,false,false,0.7999999999999999
853,60m,62k,300,600ms,3.5,0.25,44m,6k,16m,78k,3g,11g,400s,2s,1,false,0.6,false,true,0.8999999999999999
854,4m,70k,500,700ms,2.0,0.5,100m,28k,24m,94k,6g,9g,120s,9s,4,true,0.6,false,false,0.7
855,78m,48k,100,200ms,4.5,0.75,114m,76k,24m,4k,7g,10g,20s,6s,6,true,0.5,false,true,0.6
856,48m,4k,800,200ms,3.5,0.75,108m,54k,16m,10k,8g,7g,380s,3s,1,false,0.7,false,true,0.7
857,70m,46k,900,600ms,4.0,0.5,108m,34k,96m,116k,3g,3g,260s,4s,3,false,0.6,false,true,0.7999999999999999
858,54m,42k,400,200ms,4.5,0.25,82m,84k,120m,96k,9g,2g,460s,7s,4,true,0.8999999999999999,true,false,0.7999999999999999
859,68m,8k,400,900ms,2.5,0.5,62m,6k,64m,122k,3g,10g,140s,7s,5,true,0.5,false,true,0.6
860,20m,116k,800,600ms,4.0,0.75,102m,84k,120m,62k,6g,6g,160s,4s,1,true,0.6,true,true,0.7999999999999999
861,8m,122k,700,800ms,4.0,0.5,110m,88k,72m,32k,8g,6g,440s,1s,2,false,0.7,false,true,0.6
862,62m,26k,900,600ms,2.0,0.25,46m,28k,80m,54k,10g,6g,80s,6s,1,true,0.7,false,false,0.6
863,118m,76k,900,400ms,3.0,0.5,50m,110k,104m,34k,6g,9g,380s,7s,2,false,0.7,true,true,0.7999999999999999
864,124m,124k,900,700ms,2.5,0.25,62m,106k,24m,24k,8g,10g,100s,2s,4,false,0.5,true,false,0.5
865,114m,14k,400,400ms,4.0,0.25,74m,14k,88m,98k,1g,10g,360s,8s,5,false,0.7999999999999999,true,false,0.6
